image_path,true_label,category,folder,original_width,original_height,resolution_variant,resized_width,resized_height,score,raw_label_at_0_15,format,has_exif,status,warning,error_message,variant_path
data\test_images\day14_expansion\paired_format\ai_png\ai_056_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.210749,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_056_nature_travel_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_056_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.222887,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_056_nature_travel_png__9cf8d40aec8d__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_056_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.216089,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_056_nature_travel_png__9cf8d40aec8d__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_056_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.199274,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_056_nature_travel_png__9cf8d40aec8d__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_057_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.189626,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_057_nature_travel_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_057_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.208235,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_057_nature_travel_png__03fa6a893c9e__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_057_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.207329,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_057_nature_travel_png__03fa6a893c9e__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_057_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.193204,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_057_nature_travel_png__03fa6a893c9e__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_058_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.202539,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_058_nature_travel_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_058_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.241046,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_058_nature_travel_png__712cd3bc5e33__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_058_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.254097,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_058_nature_travel_png__712cd3bc5e33__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_058_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.256277,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_058_nature_travel_png__712cd3bc5e33__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_059_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.210903,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_059_nature_travel_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_059_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.237849,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_059_nature_travel_png__314c3cab7b25__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_059_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.24132,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_059_nature_travel_png__314c3cab7b25__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_059_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.233729,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_059_nature_travel_png__314c3cab7b25__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_060_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.210098,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_060_nature_travel_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_060_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.224529,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_060_nature_travel_png__5171eecb807d__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_060_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.218943,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_060_nature_travel_png__5171eecb807d__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_060_nature_travel_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.197952,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_060_nature_travel_png__5171eecb807d__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_061_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.192626,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_061_object_closeup_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_061_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.218277,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_061_object_closeup_png__473b8e7efe16__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_061_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.22181,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_061_object_closeup_png__473b8e7efe16__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_061_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.213276,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_061_object_closeup_png__473b8e7efe16__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_062_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.196424,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_062_object_closeup_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_062_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.215398,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_062_object_closeup_png__8a2c87c4fda2__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_062_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.218708,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_062_object_closeup_png__8a2c87c4fda2__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_062_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.21188,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_062_object_closeup_png__8a2c87c4fda2__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_063_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.199658,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_063_object_closeup_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_063_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.22433,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_063_object_closeup_png__b4ebe579e0f0__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_063_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.223774,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_063_object_closeup_png__b4ebe579e0f0__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_063_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.207153,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_063_object_closeup_png__b4ebe579e0f0__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_064_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.139003,real,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_064_object_closeup_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_064_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.160778,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_064_object_closeup_png__df3cdd2e8368__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_064_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.16954,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_064_object_closeup_png__df3cdd2e8368__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_064_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.174592,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_064_object_closeup_png__df3cdd2e8368__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_065_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.143727,real,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_065_object_closeup_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_065_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.170938,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_065_object_closeup_png__ce5f371675c9__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_065_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.182022,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_065_object_closeup_png__ce5f371675c9__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_065_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.175325,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_065_object_closeup_png__ce5f371675c9__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_066_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.16494,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_066_object_closeup_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_066_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.183091,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_066_object_closeup_png__c08cb8522411__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_066_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.189278,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_066_object_closeup_png__c08cb8522411__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_066_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.188039,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_066_object_closeup_png__c08cb8522411__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_067_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.141213,real,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_067_object_closeup_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_067_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.157619,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_067_object_closeup_png__8bf809a099d1__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_067_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.163973,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_067_object_closeup_png__8bf809a099d1__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_067_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.157123,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_067_object_closeup_png__8bf809a099d1__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_068_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.197284,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_068_object_closeup_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_068_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.225949,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_068_object_closeup_png__3f6032d2192f__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_068_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.231462,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_068_object_closeup_png__3f6032d2192f__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_068_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.222211,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_068_object_closeup_png__3f6032d2192f__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_069_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.225243,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_069_object_closeup_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_069_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.17366,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_069_object_closeup_png__2fd3feedca0e__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_069_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.13788,real,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_069_object_closeup_png__2fd3feedca0e__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_069_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.134548,real,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_069_object_closeup_png__2fd3feedca0e__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_070_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.193343,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_070_object_closeup_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_070_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.194891,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_070_object_closeup_png__73b9321e3ca4__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_070_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.175468,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_070_object_closeup_png__73b9321e3ca4__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_070_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.14925,real,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_070_object_closeup_png__73b9321e3ca4__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_071_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.154528,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_071_object_closeup_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_071_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.190338,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_071_object_closeup_png__570a4b3c13a8__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_071_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.204946,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_071_object_closeup_png__570a4b3c13a8__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_071_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.206992,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_071_object_closeup_png__570a4b3c13a8__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_072_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.160281,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_072_object_closeup_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_072_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.177547,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_072_object_closeup_png__9ee8a9cb2f92__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_072_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.181773,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_072_object_closeup_png__9ee8a9cb2f92__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_072_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.176239,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_072_object_closeup_png__9ee8a9cb2f92__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_073_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.176354,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_073_object_closeup_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_073_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.216655,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_073_object_closeup_png__eb455fb32eb8__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_073_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.236242,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_073_object_closeup_png__eb455fb32eb8__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_073_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.252644,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_073_object_closeup_png__eb455fb32eb8__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_074_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.155239,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_074_object_closeup_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_074_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.178296,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_074_object_closeup_png__75fae60e47ec__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_074_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.188141,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_074_object_closeup_png__75fae60e47ec__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_074_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.191937,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_074_object_closeup_png__75fae60e47ec__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_075_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.208626,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_075_object_closeup_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_075_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.22261,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_075_object_closeup_png__85d87a95892d__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_075_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.220045,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_075_object_closeup_png__85d87a95892d__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_075_object_closeup_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.204078,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_075_object_closeup_png__85d87a95892d__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_076_outdoor_street_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.191314,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_076_outdoor_street_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_076_outdoor_street_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.221925,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_076_outdoor_street_png__5683888cb11e__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_076_outdoor_street_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.229148,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_076_outdoor_street_png__5683888cb11e__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_076_outdoor_street_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.225334,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_076_outdoor_street_png__5683888cb11e__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_077_outdoor_street_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.174488,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_077_outdoor_street_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_077_outdoor_street_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.203889,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_077_outdoor_street_png__454ce6284f82__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_077_outdoor_street_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.214522,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_077_outdoor_street_png__454ce6284f82__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_077_outdoor_street_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.218181,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_077_outdoor_street_png__454ce6284f82__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_078_outdoor_street_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.195955,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_078_outdoor_street_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_078_outdoor_street_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.219462,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_078_outdoor_street_png__48adeec4cfc6__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_078_outdoor_street_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.222187,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_078_outdoor_street_png__48adeec4cfc6__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_078_outdoor_street_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.214235,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_078_outdoor_street_png__48adeec4cfc6__resized_512.png
data\test_images\day14_expansion\paired_format\ai_png\ai_079_outdoor_street_png.png,ai,ai_png,ai_png,1448,1086,original,1448,1086,0.1716,ai,png,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_png\ai_079_outdoor_street_png.png
data\test_images\day14_expansion\paired_format\ai_png\ai_079_outdoor_street_png.png,ai,ai_png,ai_png,1448,1086,long_edge_1024,1024,768,0.194381,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_079_outdoor_street_png__63dc26bcd916__resized_1024.png
data\test_images\day14_expansion\paired_format\ai_png\ai_079_outdoor_street_png.png,ai,ai_png,ai_png,1448,1086,long_edge_768,768,576,0.198386,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_079_outdoor_street_png__63dc26bcd916__resized_768.png
data\test_images\day14_expansion\paired_format\ai_png\ai_079_outdoor_street_png.png,ai,ai_png,ai_png,1448,1086,long_edge_512,512,384,0.193301,ai,png,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_png\ai_079_outdoor_street_png__63dc26bcd916__resized_512.png
