image_path,true_label,category,dataset_role,semantic_category,transform_group,extension,original_size,original_label,resized_512_label,resized_768_label,resized_1024_label,score_original,score_512,score_768,score_1024,score_min,score_max,score_delta,flip_type,original_resolution_bucket
data\test_images\day14_expansion\raw\real\food_retail\real_014_food_retail_native.jpeg,real,food_retail,raw_source,food_retail,raw,jpeg,3024x4032,uncertain,ai,ai,ai,0.121234,0.203921,0.191889,0.184690,0.121234,0.203921,0.082687,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\indoor_home\real_021_indoor_home_native.jpeg,real,indoor_home,raw_source,indoor_home,raw,jpeg,3024x4032,uncertain,ai,ai,ai,0.120706,0.202758,0.203386,0.200483,0.120706,0.203386,0.082680,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_034_lowlight_weather_jpg_q95.jpg,real,real_jpg,paired_format,lowlight_weather,real_jpg,jpg,3024x4032,ai,uncertain,uncertain,uncertain,0.240199,0.168558,0.163793,0.157621,0.157621,0.240199,0.082578,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_067_object_closeup_jpg_q95.jpg,real,real_jpg,paired_format,object_closeup,real_jpg,jpg,3024x4032,uncertain,ai,ai,ai,0.123181,0.205393,0.199120,0.194136,0.123181,0.205393,0.082212,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_012_food_retail_jpg_q95.jpg,real,real_jpg,paired_format,food_retail,real_jpg,jpg,4032x3024,uncertain,ai,ai,ai,0.134943,0.217009,0.206799,0.196051,0.134943,0.217009,0.082066,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\lowlight_weather\real_031_lowlight_weather_native.jpeg,real,lowlight_weather,raw_source,lowlight_weather,raw,jpeg,3024x4032,ai,uncertain,uncertain,uncertain,0.228843,0.164258,0.155376,0.146924,0.146924,0.228843,0.081919,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\raw\real\food_retail\real_007_food_retail_native.jpeg,real,food_retail,raw_source,food_retail,raw,jpeg,3024x4032,real,ai,ai,uncertain,0.117796,0.199297,0.185612,0.173374,0.117796,0.199297,0.081501,real_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\food_retail\real_011_food_retail_native.jpeg,real,food_retail,raw_source,food_retail,raw,jpeg,3024x4032,real,ai,uncertain,uncertain,0.103839,0.184861,0.177949,0.174254,0.103839,0.184861,0.081022,real_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_jpg\ai_091_people_partial_jpg_q95.jpg,ai,ai_jpg,paired_format,people_partial,ai_jpg,jpg,1448x1086,ai,uncertain,uncertain,uncertain,0.203972,0.122964,0.126543,0.160103,0.122964,0.203972,0.081008,ai_to_uncertain_after_resize,large
data\test_images\day14_expansion\paired_format\real_png\real_069_object_closeup_png.png,real,real_png,paired_format,object_closeup,real_png,png,3024x4032,real,ai,ai,uncertain,0.117135,0.197570,0.180860,0.171849,0.117135,0.197570,0.080435,real_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_064_object_closeup_jpg_q95.jpg,real,real_jpg,paired_format,object_closeup,real_jpg,jpg,3024x4032,ai,uncertain,uncertain,uncertain,0.223227,0.160780,0.150937,0.143283,0.143283,0.223227,0.079944,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_056_nature_travel_jpg_q95.jpg,real,real_jpg,paired_format,nature_travel,real_jpg,jpg,4032x3024,uncertain,ai,ai,ai,0.159598,0.235986,0.239382,0.238763,0.159598,0.239382,0.079784,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\lowlight_weather\real_035_lowlight_weather_native.jpeg,real,lowlight_weather,raw_source,lowlight_weather,raw,jpeg,4032x3024,real,ai,ai,uncertain,0.115043,0.194777,0.189990,0.176040,0.115043,0.194777,0.079734,real_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_012_food_retail_png.png,real,real_png,paired_format,food_retail,real_png,png,4032x3024,uncertain,ai,ai,ai,0.136368,0.216055,0.205711,0.194842,0.136368,0.216055,0.079687,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_022_indoor_home_png.png,real,real_png,paired_format,indoor_home,real_png,png,3024x4032,ai,uncertain,uncertain,uncertain,0.212763,0.133140,0.138288,0.149593,0.133140,0.212763,0.079623,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\raw\real\lowlight_weather\real_033_lowlight_weather_native.jpeg,real,lowlight_weather,raw_source,lowlight_weather,raw,jpeg,4032x3024,real,ai,ai,ai,0.113945,0.193326,0.188457,0.185360,0.113945,0.193326,0.079381,real_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\people_partial\real_092_people_partial_native.jpeg,real,people_partial,raw_source,people_partial,raw,jpeg,3024x4032,real,ai,ai,ai,0.110131,0.187215,0.189487,0.185707,0.110131,0.189487,0.079356,real_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_067_object_closeup_png.png,real,real_png,paired_format,object_closeup,real_png,png,3024x4032,uncertain,ai,ai,ai,0.124498,0.203822,0.197589,0.192603,0.124498,0.203822,0.079324,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_082_outdoor_street_jpg_q95.jpg,real,real_jpg,paired_format,outdoor_street,real_jpg,jpg,4032x3024,uncertain,ai,ai,ai,0.151620,0.230767,0.220958,0.213743,0.151620,0.230767,0.079147,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_022_indoor_home_jpg_q95.jpg,real,real_jpg,paired_format,indoor_home,real_jpg,jpg,3024x4032,ai,uncertain,uncertain,uncertain,0.211251,0.132142,0.134882,0.146301,0.132142,0.211251,0.079109,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\raw\real\object_closeup\real_063_object_closeup_native.jpeg,real,object_closeup,raw_source,object_closeup,raw,jpeg,3024x4032,real,ai,uncertain,uncertain,0.109153,0.187773,0.178509,0.171491,0.109153,0.187773,0.078620,real_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_082_outdoor_street_png.png,real,real_png,paired_format,outdoor_street,real_png,png,4032x3024,uncertain,ai,ai,ai,0.152566,0.230102,0.220179,0.212866,0.152566,0.230102,0.077536,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_001_food_retail_jpg_q95.jpg,real,real_jpg,paired_format,food_retail,real_jpg,jpg,3024x4032,real,ai,ai,ai,0.113284,0.190400,0.189150,0.184463,0.113284,0.190400,0.077116,real_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\nature_travel\real_054_nature_travel_native.jpeg,real,nature_travel,raw_source,nature_travel,raw,jpeg,3024x4032,uncertain,ai,ai,ai,0.142837,0.204602,0.214914,0.219441,0.142837,0.219441,0.076604,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_png\ai_073_object_closeup_png.png,ai,ai_png,paired_format,object_closeup,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.176354,0.252644,0.236242,0.216655,0.176354,0.252644,0.076290,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\object_closeup\ai_073_object_closeup_native.png,ai,object_closeup,raw_source,object_closeup,raw,png,1448x1086,uncertain,ai,ai,ai,0.176354,0.252644,0.236242,0.216655,0.176354,0.252644,0.076290,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_png\real_056_nature_travel_png.png,real,real_png,paired_format,nature_travel,real_png,png,4032x3024,uncertain,ai,ai,ai,0.161438,0.233617,0.236984,0.236309,0.161438,0.236984,0.075546,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\nature_travel\real_058_nature_travel_native.jpeg,real,nature_travel,raw_source,nature_travel,raw,jpeg,4032x3024,uncertain,ai,ai,ai,0.162421,0.219968,0.232527,0.237512,0.162421,0.237512,0.075091,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_jpg\ai_073_object_closeup_jpg_q95.jpg,ai,ai_jpg,paired_format,object_closeup,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.178281,0.253344,0.237117,0.218019,0.178281,0.253344,0.075063,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\real\outdoor_street\real_080_outdoor_street_native.jpeg,real,outdoor_street,raw_source,outdoor_street,raw,jpeg,3024x4032,uncertain,ai,ai,ai,0.154223,0.221744,0.229182,0.228672,0.154223,0.229182,0.074959,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_001_food_retail_png.png,real,real_png,paired_format,food_retail,real_png,png,3024x4032,real,ai,ai,ai,0.114726,0.189183,0.187784,0.182970,0.114726,0.189183,0.074457,real_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_014_food_retail_jpg_q95.jpg,real,real_jpg,paired_format,food_retail,real_jpg,jpg,3024x4032,uncertain,ai,ai,ai,0.129537,0.203900,0.191907,0.184692,0.129537,0.203900,0.074363,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_021_indoor_home_jpg_q95.jpg,real,real_jpg,paired_format,indoor_home,real_jpg,jpg,3024x4032,uncertain,ai,ai,ai,0.129667,0.202758,0.203412,0.200487,0.129667,0.203412,0.073745,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\lowlight_weather\real_034_lowlight_weather_native.jpeg,real,lowlight_weather,raw_source,lowlight_weather,raw,jpeg,3024x4032,ai,uncertain,uncertain,uncertain,0.231138,0.168539,0.163642,0.157608,0.157608,0.231138,0.073530,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_007_food_retail_jpg_q95.jpg,real,real_jpg,paired_format,food_retail,real_jpg,jpg,3024x4032,uncertain,ai,ai,uncertain,0.126268,0.199333,0.185659,0.173409,0.126268,0.199333,0.073065,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_048_nature_travel_jpg_q95.jpg,real,real_jpg,paired_format,nature_travel,real_jpg,jpg,4096x3072,uncertain,ai,ai,ai,0.159518,0.206966,0.224632,0.232266,0.159518,0.232266,0.072748,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\outdoor_street\real_079_outdoor_street_native.jpeg,real,outdoor_street,raw_source,outdoor_street,raw,jpeg,4032x3024,uncertain,ai,ai,ai,0.149371,0.211998,0.219594,0.221985,0.149371,0.221985,0.072614,uncertain_to_ai_after_resize,xlarge
data\test_images\legacy\day8_small_30\real\real_013.jpg,real,day8_small_30,legacy,unknown,legacy,jpg,3024x4032,ai,uncertain,uncertain,uncertain,0.222499,0.149900,0.155173,0.154799,0.149900,0.222499,0.072599,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_011_food_retail_jpg_q95.jpg,real,real_jpg,paired_format,food_retail,real_jpg,jpg,3024x4032,real,ai,uncertain,uncertain,0.112743,0.184878,0.177939,0.174251,0.112743,0.184878,0.072135,real_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_014_food_retail_png.png,real,real_png,paired_format,food_retail,real_png,png,3024x4032,uncertain,ai,ai,ai,0.130813,0.202906,0.190776,0.183597,0.130813,0.202906,0.072093,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_021_indoor_home_png.png,real,real_png,paired_format,indoor_home,real_png,png,3024x4032,uncertain,ai,ai,ai,0.130207,0.201475,0.202114,0.199310,0.130207,0.202114,0.071907,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\nature_travel\real_051_nature_travel_native.jpeg,real,nature_travel,raw_source,nature_travel,raw,jpeg,4032x3024,uncertain,ai,ai,ai,0.137972,0.201286,0.206978,0.209737,0.137972,0.209737,0.071765,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\indoor_home\real_017_indoor_home_native.jpeg,real,indoor_home,raw_source,indoor_home,raw,jpeg,3024x4032,uncertain,ai,ai,ai,0.167480,0.238570,0.237418,0.235571,0.167480,0.238570,0.071090,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\object_closeup\real_064_object_closeup_native.jpeg,real,object_closeup,raw_source,object_closeup,raw,jpeg,3024x4032,ai,uncertain,uncertain,uncertain,0.214227,0.160736,0.150949,0.143177,0.143177,0.214227,0.071050,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\raw\real\indoor_home\real_022_indoor_home_native.jpeg,real,indoor_home,raw_source,indoor_home,raw,jpeg,3024x4032,ai,uncertain,uncertain,uncertain,0.203244,0.132195,0.134783,0.146162,0.132195,0.203244,0.071049,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_048_nature_travel_png.png,real,real_png,paired_format,nature_travel,real_png,png,4096x3072,uncertain,ai,ai,ai,0.159086,0.204033,0.222133,0.229936,0.159086,0.229936,0.070850,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_033_lowlight_weather_jpg_q95.jpg,real,real_jpg,paired_format,lowlight_weather,real_jpg,jpg,4032x3024,uncertain,ai,ai,ai,0.122595,0.193265,0.188421,0.185336,0.122595,0.193265,0.070670,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_035_lowlight_weather_jpg_q95.jpg,real,real_jpg,paired_format,lowlight_weather,real_jpg,jpg,4032x3024,uncertain,ai,ai,uncertain,0.124086,0.194710,0.189862,0.176000,0.124086,0.194710,0.070624,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_092_people_partial_jpg_q95.jpg,real,real_jpg,paired_format,people_partial,real_jpg,jpg,3024x4032,real,ai,ai,ai,0.118902,0.187194,0.189450,0.185698,0.118902,0.189450,0.070548,real_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\outdoor_street\real_086_outdoor_street_native.jpeg,real,outdoor_street,raw_source,outdoor_street,raw,jpeg,4284x5712,uncertain,ai,ai,ai,0.153145,0.207965,0.216930,0.223512,0.153145,0.223512,0.070367,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\object_closeup\real_070_object_closeup_native.jpeg,real,object_closeup,raw_source,object_closeup,raw,jpeg,3024x4032,uncertain,ai,ai,ai,0.129745,0.190325,0.199684,0.194367,0.129745,0.199684,0.069939,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_011_food_retail_png.png,real,real_png,paired_format,food_retail,real_png,png,3024x4032,real,ai,uncertain,uncertain,0.113693,0.183575,0.176671,0.173261,0.113693,0.183575,0.069882,real_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_063_object_closeup_jpg_q95.jpg,real,real_jpg,paired_format,object_closeup,real_jpg,jpg,3024x4032,real,ai,uncertain,uncertain,0.118014,0.187744,0.178474,0.171523,0.118014,0.187744,0.069730,real_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_035_lowlight_weather_png.png,real,real_png,paired_format,lowlight_weather,real_png,png,4032x3024,uncertain,ai,ai,uncertain,0.124682,0.194096,0.189512,0.175603,0.124682,0.194096,0.069414,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_007_food_retail_png.png,real,real_png,paired_format,food_retail,real_png,png,3024x4032,uncertain,ai,ai,uncertain,0.128879,0.198080,0.184156,0.171604,0.128879,0.198080,0.069201,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_054_nature_travel_jpg_q95.jpg,real,real_jpg,paired_format,nature_travel,real_jpg,jpg,3024x4032,uncertain,ai,ai,ai,0.150586,0.204633,0.214914,0.219500,0.150586,0.219500,0.068914,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\people_partial\real_094_people_partial_native.jpg,real,people_partial,raw_source,people_partial,raw,jpg,3840x2160,uncertain,ai,ai,ai,0.137487,0.204271,0.206319,0.201866,0.137487,0.206319,0.068832,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_033_lowlight_weather_png.png,real,real_png,paired_format,lowlight_weather,real_png,png,4032x3024,uncertain,ai,ai,ai,0.123457,0.192266,0.187467,0.184395,0.123457,0.192266,0.068809,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_092_people_partial_png.png,real,real_png,paired_format,people_partial,real_png,png,3024x4032,real,ai,ai,ai,0.119804,0.186126,0.188372,0.184637,0.119804,0.188372,0.068568,real_to_ai_after_resize,xlarge
data\test_images\legacy\day8_small_30\real\real_015.jpg,real,day8_small_30,legacy,unknown,legacy,jpg,4284x5712,ai,uncertain,uncertain,uncertain,0.202338,0.140960,0.135436,0.133884,0.133884,0.202338,0.068454,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\raw\real\outdoor_street\real_087_outdoor_street_native.jpeg,real,outdoor_street,raw_source,outdoor_street,raw,jpeg,4032x3024,uncertain,ai,ai,ai,0.149968,0.206617,0.214247,0.217903,0.149968,0.217903,0.067935,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\indoor_home\real_018_indoor_home_native.jpg,real,indoor_home,raw_source,indoor_home,raw,jpg,3024x2639,real,uncertain,uncertain,uncertain,0.105540,0.163599,0.169418,0.172850,0.105540,0.172850,0.067310,real_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_063_object_closeup_png.png,real,real_png,paired_format,object_closeup,real_png,png,3024x4032,real,ai,uncertain,uncertain,0.119407,0.186662,0.177987,0.171474,0.119407,0.186662,0.067255,real_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_058_nature_travel_jpg_q95.jpg,real,real_jpg,paired_format,nature_travel,real_jpg,jpg,4032x3024,uncertain,ai,ai,ai,0.170477,0.220003,0.232535,0.237555,0.170477,0.237555,0.067078,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_068_object_closeup_png.png,real,real_png,paired_format,object_closeup,real_png,png,3024x4032,ai,uncertain,uncertain,uncertain,0.207202,0.140252,0.148222,0.157632,0.140252,0.207202,0.066950,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_080_outdoor_street_jpg_q95.jpg,real,real_jpg,paired_format,outdoor_street,real_jpg,jpg,3024x4032,uncertain,ai,ai,ai,0.162533,0.221754,0.229197,0.228678,0.162533,0.229197,0.066664,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_png\ai_099_people_partial_png.png,ai,ai_png,paired_format,people_partial,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.164981,0.231630,0.225776,0.206731,0.164981,0.231630,0.066649,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\people_partial\ai_099_people_partial_native.png,ai,people_partial,raw_source,people_partial,raw,png,1448x1086,uncertain,ai,ai,ai,0.164981,0.231630,0.225776,0.206731,0.164981,0.231630,0.066649,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_png\real_054_nature_travel_png.png,real,real_png,paired_format,nature_travel,real_png,png,3024x4032,uncertain,ai,ai,ai,0.152287,0.202829,0.213256,0.217817,0.152287,0.217817,0.065530,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_png\ai_041_lowlight_weather_png.png,ai,ai_png,paired_format,lowlight_weather,ai_png,png,1448x1086,ai,uncertain,uncertain,uncertain,0.215443,0.150061,0.159909,0.164934,0.150061,0.215443,0.065382,ai_to_uncertain_after_resize,large
data\test_images\day14_expansion\raw\ai\lowlight_weather\ai_041_lowlight_weather_native.png,ai,lowlight_weather,raw_source,lowlight_weather,raw,png,1448x1086,ai,uncertain,uncertain,uncertain,0.215443,0.150061,0.159909,0.164934,0.150061,0.215443,0.065382,ai_to_uncertain_after_resize,large
data\test_images\day14_expansion\paired_format\ai_jpg\ai_041_lowlight_weather_jpg_q95.jpg,ai,ai_jpg,paired_format,lowlight_weather,ai_jpg,jpg,1448x1086,ai,uncertain,uncertain,uncertain,0.213678,0.148380,0.159031,0.164305,0.148380,0.213678,0.065298,ai_to_uncertain_after_resize,large
data\test_images\legacy\day8_small_30\real\real_012.jpg,real,day8_small_30,legacy,unknown,legacy,jpg,3024x4032,real,ai,uncertain,uncertain,0.117578,0.182694,0.177746,0.172129,0.117578,0.182694,0.065116,real_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_jpg\ai_099_people_partial_jpg_q95.jpg,ai,ai_jpg,paired_format,people_partial,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.168108,0.232991,0.227497,0.209529,0.168108,0.232991,0.064883,uncertain_to_ai_after_resize,large
data\test_images\legacy\day8_small_30\real\real_017.jpg,real,day8_small_30,legacy,unknown,legacy,jpg,3024x4032,uncertain,ai,ai,ai,0.147026,0.211604,0.198562,0.196179,0.147026,0.211604,0.064578,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_080_outdoor_street_png.png,real,real_png,paired_format,outdoor_street,real_png,png,3024x4032,uncertain,ai,ai,ai,0.163665,0.220531,0.228170,0.227688,0.163665,0.228170,0.064505,uncertain_to_ai_after_resize,xlarge
data\test_images\legacy\day8_small_30\real\real_020.jpg,real,day8_small_30,legacy,unknown,legacy,jpg,3024x4032,real,uncertain,uncertain,uncertain,0.112877,0.177322,0.170733,0.164224,0.112877,0.177322,0.064445,real_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\raw\real\object_closeup\real_075_object_closeup_native.jpeg,real,object_closeup,raw_source,object_closeup,raw,jpeg,3024x4032,uncertain,ai,ai,ai,0.131355,0.194837,0.195721,0.195109,0.131355,0.195721,0.064366,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_png\ai_045_lowlight_weather_png.png,ai,ai_png,paired_format,lowlight_weather,ai_png,png,1448x1086,uncertain,ai,ai,ai,0.170793,0.235109,0.225382,0.208203,0.170793,0.235109,0.064316,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\ai\lowlight_weather\ai_045_lowlight_weather_native.png,ai,lowlight_weather,raw_source,lowlight_weather,raw,png,1448x1086,uncertain,ai,ai,ai,0.170793,0.235109,0.225382,0.208203,0.170793,0.235109,0.064316,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\real_jpg\real_079_outdoor_street_jpg_q95.jpg,real,real_jpg,paired_format,outdoor_street,real_jpg,jpg,4032x3024,uncertain,ai,ai,ai,0.157792,0.211991,0.219606,0.221992,0.157792,0.221992,0.064200,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\object_closeup\real_072_object_closeup_native.jpeg,real,object_closeup,raw_source,object_closeup,raw,jpeg,4032x3024,uncertain,ai,ai,ai,0.127554,0.191703,0.190453,0.190100,0.127554,0.191703,0.064149,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\people_partial\real_091_people_partial_native.jpeg,real,people_partial,raw_source,people_partial,raw,jpeg,3024x4032,uncertain,ai,uncertain,uncertain,0.122486,0.186478,0.179609,0.169387,0.122486,0.186478,0.063992,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_058_nature_travel_png.png,real,real_png,paired_format,nature_travel,real_png,png,4032x3024,uncertain,ai,ai,ai,0.171910,0.216674,0.229543,0.234958,0.171910,0.234958,0.063048,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_051_nature_travel_jpg_q95.jpg,real,real_jpg,paired_format,nature_travel,real_jpg,jpg,4032x3024,uncertain,ai,ai,ai,0.146802,0.201275,0.206994,0.209683,0.146802,0.209683,0.062881,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_017_indoor_home_jpg_q95.jpg,real,real_jpg,paired_format,indoor_home,real_jpg,jpg,3024x4032,uncertain,ai,ai,ai,0.175761,0.238565,0.237401,0.235572,0.175761,0.238565,0.062804,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_068_object_closeup_jpg_q95.jpg,real,real_jpg,paired_format,object_closeup,real_jpg,jpg,3024x4032,ai,uncertain,uncertain,uncertain,0.204488,0.141816,0.149297,0.157423,0.141816,0.204488,0.062672,ai_to_uncertain_after_resize,xlarge
data\test_images\day14_expansion\raw\real\lowlight_weather\real_042_lowlight_weather_native.jpeg,real,lowlight_weather,raw_source,lowlight_weather,raw,jpeg,3024x4032,uncertain,ai,ai,ai,0.139614,0.202112,0.201092,0.193164,0.139614,0.202112,0.062498,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\ai_jpg\ai_045_lowlight_weather_jpg_q95.jpg,ai,ai_jpg,paired_format,lowlight_weather,ai_jpg,jpg,1448x1086,uncertain,ai,ai,ai,0.173650,0.236123,0.226714,0.210432,0.173650,0.236123,0.062473,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\raw\real\food_retail\real_006_food_retail_native.jpeg,real,food_retail,raw_source,food_retail,raw,jpeg,3024x4032,uncertain,ai,ai,ai,0.137869,0.200019,0.199400,0.200156,0.137869,0.200156,0.062287,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_079_outdoor_street_png.png,real,real_png,paired_format,outdoor_street,real_png,png,4032x3024,uncertain,ai,ai,ai,0.158798,0.211010,0.218667,0.221056,0.158798,0.221056,0.062258,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_070_object_closeup_jpg_q95.jpg,real,real_jpg,paired_format,object_closeup,real_jpg,jpg,3024x4032,uncertain,ai,ai,ai,0.137873,0.190326,0.199630,0.194375,0.137873,0.199630,0.061757,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_png\real_051_nature_travel_png.png,real,real_png,paired_format,nature_travel,real_png,png,4032x3024,uncertain,ai,ai,ai,0.147477,0.200497,0.206233,0.208927,0.147477,0.208927,0.061450,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\paired_format\real_jpg\real_094_people_partial_jpg_q95.jpg,real,real_jpg,paired_format,people_partial,real_jpg,jpg,3840x2160,uncertain,ai,ai,ai,0.144927,0.204336,0.206327,0.201957,0.144927,0.206327,0.061400,uncertain_to_ai_after_resize,xlarge
data\test_images\day14_expansion\raw\real\nature_travel\real_047_nature_travel_native.jpg,real,nature_travel,raw_source,nature_travel,raw,jpg,4096x3072,uncertain,ai,ai,ai,0.145308,0.189946,0.198909,0.206636,0.145308,0.206636,0.061328,uncertain_to_ai_after_resize,xlarge
data\test_images\legacy\day8_small_30\real\real_003.jpg,real,day8_small_30,legacy,unknown,legacy,jpg,960x1280,uncertain,ai,ai,uncertain,0.136630,0.197644,0.182603,0.155469,0.136630,0.197644,0.061014,uncertain_to_ai_after_resize,large
data\test_images\day14_expansion\paired_format\ai_png\ai_003_food_retail_png.png,ai,ai_png,paired_format,food_retail,ai_png,png,1448x1086,uncertain,ai,uncertain,uncertain,0.120662,0.181294,0.173255,0.154732,0.120662,0.181294,0.060632,uncertain_to_ai_after_resize,large
