image_path,true_label,category,dataset_role,semantic_category,transform_group,is_main_dataset,base_id,filename,extension,file_size_kb,width,height,aspect_ratio,megapixels,image_mode,has_exif,difficulty,score,predicted_label,final_label,is_uncertain,threshold_used,detector_config_name,raw_false_positive,final_false_positive,false_positive,status,error_message
data\test_images\day14_expansion\resolution_control\long_1024\real_028_indoor_home_jpg_q95_long1024.jpg,real,long_1024,resolution_control,indoor_home,long_1024,false,028_indoor_home,real_028_indoor_home_jpg_q95_long1024.jpg,jpg,312.17,768,1024,0.75,0.786432,RGB,false,hard,0.198092,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_028_indoor_home_png_long1024.png,real,long_1024,resolution_control,indoor_home,long_1024,false,028_indoor_home,real_028_indoor_home_png_long1024.png,png,1048.95,768,1024,0.75,0.786432,RGB,false,hard,0.195795,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_029_indoor_home_jpg_q95_long1024.jpg,real,long_1024,resolution_control,indoor_home,long_1024,false,029_indoor_home,real_029_indoor_home_jpg_q95_long1024.jpg,jpg,222.92,1024,768,1.333333,0.786432,RGB,false,hard,0.208231,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_029_indoor_home_png_long1024.png,real,long_1024,resolution_control,indoor_home,long_1024,false,029_indoor_home,real_029_indoor_home_png_long1024.png,png,847.87,1024,768,1.333333,0.786432,RGB,false,hard,0.207802,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_030_indoor_home_jpg_q95_long1024.jpg,real,long_1024,resolution_control,indoor_home,long_1024,false,030_indoor_home,real_030_indoor_home_jpg_q95_long1024.jpg,jpg,227.67,1024,768,1.333333,0.786432,RGB,false,hard,0.210079,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_030_indoor_home_png_long1024.png,real,long_1024,resolution_control,indoor_home,long_1024,false,030_indoor_home,real_030_indoor_home_png_long1024.png,png,933.89,1024,768,1.333333,0.786432,RGB,false,hard,0.208018,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_031_lowlight_weather_jpg_q95_long1024.jpg,real,long_1024,resolution_control,lowlight_weather,long_1024,false,031_lowlight_weather,real_031_lowlight_weather_jpg_q95_long1024.jpg,jpg,156.21,768,1024,0.75,0.786432,RGB,false,hard,0.147027,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_031_lowlight_weather_png_long1024.png,real,long_1024,resolution_control,lowlight_weather,long_1024,false,031_lowlight_weather,real_031_lowlight_weather_png_long1024.png,png,740.63,768,1024,0.75,0.786432,RGB,false,hard,0.147583,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_032_lowlight_weather_jpg_q95_long1024.jpg,real,long_1024,resolution_control,lowlight_weather,long_1024,false,032_lowlight_weather,real_032_lowlight_weather_jpg_q95_long1024.jpg,jpg,189.0,768,1024,0.75,0.786432,RGB,false,hard,0.162087,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_032_lowlight_weather_png_long1024.png,real,long_1024,resolution_control,lowlight_weather,long_1024,false,032_lowlight_weather,real_032_lowlight_weather_png_long1024.png,png,876.94,768,1024,0.75,0.786432,RGB,false,hard,0.163623,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_033_lowlight_weather_jpg_q95_long1024.jpg,real,long_1024,resolution_control,lowlight_weather,long_1024,false,033_lowlight_weather,real_033_lowlight_weather_jpg_q95_long1024.jpg,jpg,149.85,1024,768,1.333333,0.786432,RGB,false,hard,0.185336,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_033_lowlight_weather_png_long1024.png,real,long_1024,resolution_control,lowlight_weather,long_1024,false,033_lowlight_weather,real_033_lowlight_weather_png_long1024.png,png,565.17,1024,768,1.333333,0.786432,RGB,false,hard,0.184395,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_034_lowlight_weather_jpg_q95_long1024.jpg,real,long_1024,resolution_control,lowlight_weather,long_1024,false,034_lowlight_weather,real_034_lowlight_weather_jpg_q95_long1024.jpg,jpg,131.45,768,1024,0.75,0.786432,RGB,false,hard,0.157621,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_034_lowlight_weather_png_long1024.png,real,long_1024,resolution_control,lowlight_weather,long_1024,false,034_lowlight_weather,real_034_lowlight_weather_png_long1024.png,png,610.81,768,1024,0.75,0.786432,RGB,false,hard,0.157249,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_035_lowlight_weather_jpg_q95_long1024.jpg,real,long_1024,resolution_control,lowlight_weather,long_1024,false,035_lowlight_weather,real_035_lowlight_weather_jpg_q95_long1024.jpg,jpg,147.67,1024,768,1.333333,0.786432,RGB,false,hard,0.176,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_035_lowlight_weather_png_long1024.png,real,long_1024,resolution_control,lowlight_weather,long_1024,false,035_lowlight_weather,real_035_lowlight_weather_png_long1024.png,png,625.73,1024,768,1.333333,0.786432,RGB,false,hard,0.175603,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_036_lowlight_weather_jpg_q95_long1024.jpg,real,long_1024,resolution_control,lowlight_weather,long_1024,false,036_lowlight_weather,real_036_lowlight_weather_jpg_q95_long1024.jpg,jpg,215.41,768,1024,0.75,0.786432,RGB,false,hard,0.219454,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_036_lowlight_weather_png_long1024.png,real,long_1024,resolution_control,lowlight_weather,long_1024,false,036_lowlight_weather,real_036_lowlight_weather_png_long1024.png,png,971.28,768,1024,0.75,0.786432,RGB,false,hard,0.218993,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_037_lowlight_weather_jpg_q95_long1024.jpg,real,long_1024,resolution_control,lowlight_weather,long_1024,false,037_lowlight_weather,real_037_lowlight_weather_jpg_q95_long1024.jpg,jpg,197.23,768,1024,0.75,0.786432,RGB,false,hard,0.179885,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_037_lowlight_weather_png_long1024.png,real,long_1024,resolution_control,lowlight_weather,long_1024,false,037_lowlight_weather,real_037_lowlight_weather_png_long1024.png,png,932.44,768,1024,0.75,0.786432,RGB,false,hard,0.178569,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_038_lowlight_weather_jpg_q95_long1024.jpg,real,long_1024,resolution_control,lowlight_weather,long_1024,false,038_lowlight_weather,real_038_lowlight_weather_jpg_q95_long1024.jpg,jpg,353.22,768,1024,0.75,0.786432,RGB,false,hard,0.237666,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_038_lowlight_weather_png_long1024.png,real,long_1024,resolution_control,lowlight_weather,long_1024,false,038_lowlight_weather,real_038_lowlight_weather_png_long1024.png,png,1222.99,768,1024,0.75,0.786432,RGB,false,hard,0.236727,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_039_lowlight_weather_jpg_q95_long1024.jpg,real,long_1024,resolution_control,lowlight_weather,long_1024,false,039_lowlight_weather,real_039_lowlight_weather_jpg_q95_long1024.jpg,jpg,212.03,1024,768,1.333333,0.786432,RGB,false,hard,0.231467,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_039_lowlight_weather_png_long1024.png,real,long_1024,resolution_control,lowlight_weather,long_1024,false,039_lowlight_weather,real_039_lowlight_weather_png_long1024.png,png,795.0,1024,768,1.333333,0.786432,RGB,false,hard,0.230837,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_040_lowlight_weather_jpg_q95_long1024.jpg,real,long_1024,resolution_control,lowlight_weather,long_1024,false,040_lowlight_weather,real_040_lowlight_weather_jpg_q95_long1024.jpg,jpg,194.33,768,1024,0.75,0.786432,RGB,false,hard,0.184348,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_040_lowlight_weather_png_long1024.png,real,long_1024,resolution_control,lowlight_weather,long_1024,false,040_lowlight_weather,real_040_lowlight_weather_png_long1024.png,png,797.57,768,1024,0.75,0.786432,RGB,false,hard,0.18387,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_041_lowlight_weather_jpg_q95_long1024.jpg,real,long_1024,resolution_control,lowlight_weather,long_1024,false,041_lowlight_weather,real_041_lowlight_weather_jpg_q95_long1024.jpg,jpg,164.3,1024,768,1.333333,0.786432,RGB,false,hard,0.170164,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_041_lowlight_weather_png_long1024.png,real,long_1024,resolution_control,lowlight_weather,long_1024,false,041_lowlight_weather,real_041_lowlight_weather_png_long1024.png,png,659.99,1024,768,1.333333,0.786432,RGB,false,hard,0.168578,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_042_lowlight_weather_jpg_q95_long1024.jpg,real,long_1024,resolution_control,lowlight_weather,long_1024,false,042_lowlight_weather,real_042_lowlight_weather_jpg_q95_long1024.jpg,jpg,255.95,768,1024,0.75,0.786432,RGB,false,hard,0.193176,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_042_lowlight_weather_png_long1024.png,real,long_1024,resolution_control,lowlight_weather,long_1024,false,042_lowlight_weather,real_042_lowlight_weather_png_long1024.png,png,1026.15,768,1024,0.75,0.786432,RGB,false,hard,0.191764,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_043_lowlight_weather_jpg_q95_long1024.jpg,real,long_1024,resolution_control,lowlight_weather,long_1024,false,043_lowlight_weather,real_043_lowlight_weather_jpg_q95_long1024.jpg,jpg,124.5,472,1024,0.460938,0.483328,RGB,false,hard,0.264156,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_043_lowlight_weather_png_long1024.png,real,long_1024,resolution_control,lowlight_weather,long_1024,false,043_lowlight_weather,real_043_lowlight_weather_png_long1024.png,png,171.21,472,1024,0.460938,0.483328,RGB,false,hard,0.26436,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_044_lowlight_weather_jpg_q95_long1024.jpg,real,long_1024,resolution_control,lowlight_weather,long_1024,false,044_lowlight_weather,real_044_lowlight_weather_jpg_q95_long1024.jpg,jpg,148.53,768,1024,0.75,0.786432,RGB,false,hard,0.151801,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_044_lowlight_weather_png_long1024.png,real,long_1024,resolution_control,lowlight_weather,long_1024,false,044_lowlight_weather,real_044_lowlight_weather_png_long1024.png,png,702.08,768,1024,0.75,0.786432,RGB,false,hard,0.154604,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_045_lowlight_weather_jpg_q95_long1024.jpg,real,long_1024,resolution_control,lowlight_weather,long_1024,false,045_lowlight_weather,real_045_lowlight_weather_jpg_q95_long1024.jpg,jpg,192.85,1024,768,1.333333,0.786432,RGB,false,hard,0.189793,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_045_lowlight_weather_png_long1024.png,real,long_1024,resolution_control,lowlight_weather,long_1024,false,045_lowlight_weather,real_045_lowlight_weather_png_long1024.png,png,853.72,1024,768,1.333333,0.786432,RGB,false,hard,0.18867,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_046_nature_travel_jpg_q95_long1024.jpg,real,long_1024,resolution_control,nature_travel,long_1024,false,046_nature_travel,real_046_nature_travel_jpg_q95_long1024.jpg,jpg,278.91,1024,576,1.777778,0.589824,RGB,false,hard,0.248388,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_046_nature_travel_png_long1024.png,real,long_1024,resolution_control,nature_travel,long_1024,false,046_nature_travel,real_046_nature_travel_png_long1024.png,png,1079.88,1024,576,1.777778,0.589824,RGB,false,hard,0.247654,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_047_nature_travel_jpg_q95_long1024.jpg,real,long_1024,resolution_control,nature_travel,long_1024,false,047_nature_travel,real_047_nature_travel_jpg_q95_long1024.jpg,jpg,259.44,1024,768,1.333333,0.786432,RGB,false,hard,0.206608,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_047_nature_travel_png_long1024.png,real,long_1024,resolution_control,nature_travel,long_1024,false,047_nature_travel,real_047_nature_travel_png_long1024.png,png,1185.55,1024,768,1.333333,0.786432,RGB,false,hard,0.20334,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_048_nature_travel_jpg_q95_long1024.jpg,real,long_1024,resolution_control,nature_travel,long_1024,false,048_nature_travel,real_048_nature_travel_jpg_q95_long1024.jpg,jpg,228.83,1024,768,1.333333,0.786432,RGB,false,hard,0.232266,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_048_nature_travel_png_long1024.png,real,long_1024,resolution_control,nature_travel,long_1024,false,048_nature_travel,real_048_nature_travel_png_long1024.png,png,1067.96,1024,768,1.333333,0.786432,RGB,false,hard,0.229936,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_049_nature_travel_jpg_q95_long1024.jpg,real,long_1024,resolution_control,nature_travel,long_1024,false,049_nature_travel,real_049_nature_travel_jpg_q95_long1024.jpg,jpg,176.51,1024,683,1.499268,0.699392,RGB,false,hard,0.21937,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_049_nature_travel_png_long1024.png,real,long_1024,resolution_control,nature_travel,long_1024,false,049_nature_travel,real_049_nature_travel_png_long1024.png,png,461.38,1024,683,1.499268,0.699392,RGB,false,hard,0.217603,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_050_nature_travel_jpg_q95_long1024.jpg,real,long_1024,resolution_control,nature_travel,long_1024,false,050_nature_travel,real_050_nature_travel_jpg_q95_long1024.jpg,jpg,328.08,768,1024,0.75,0.786432,RGB,false,hard,0.228555,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_050_nature_travel_png_long1024.png,real,long_1024,resolution_control,nature_travel,long_1024,false,050_nature_travel,real_050_nature_travel_png_long1024.png,png,1231.84,768,1024,0.75,0.786432,RGB,false,hard,0.227626,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_051_nature_travel_jpg_q95_long1024.jpg,real,long_1024,resolution_control,nature_travel,long_1024,false,051_nature_travel,real_051_nature_travel_jpg_q95_long1024.jpg,jpg,111.69,1024,768,1.333333,0.786432,RGB,false,hard,0.209683,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_051_nature_travel_png_long1024.png,real,long_1024,resolution_control,nature_travel,long_1024,false,051_nature_travel,real_051_nature_travel_png_long1024.png,png,468.44,1024,768,1.333333,0.786432,RGB,false,hard,0.208927,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_052_nature_travel_jpg_q95_long1024.jpg,real,long_1024,resolution_control,nature_travel,long_1024,false,052_nature_travel,real_052_nature_travel_jpg_q95_long1024.jpg,jpg,300.12,683,1024,0.666992,0.699392,RGB,false,hard,0.217002,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_052_nature_travel_png_long1024.png,real,long_1024,resolution_control,nature_travel,long_1024,false,052_nature_travel,real_052_nature_travel_png_long1024.png,png,1138.27,683,1024,0.666992,0.699392,RGB,false,hard,0.215713,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_053_nature_travel_jpg_q95_long1024.jpg,real,long_1024,resolution_control,nature_travel,long_1024,false,053_nature_travel,real_053_nature_travel_jpg_q95_long1024.jpg,jpg,388.1,768,1024,0.75,0.786432,RGB,false,hard,0.259778,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_053_nature_travel_png_long1024.png,real,long_1024,resolution_control,nature_travel,long_1024,false,053_nature_travel,real_053_nature_travel_png_long1024.png,png,1317.64,768,1024,0.75,0.786432,RGB,false,hard,0.259509,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_054_nature_travel_jpg_q95_long1024.jpg,real,long_1024,resolution_control,nature_travel,long_1024,false,054_nature_travel,real_054_nature_travel_jpg_q95_long1024.jpg,jpg,346.3,768,1024,0.75,0.786432,RGB,false,hard,0.2195,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_054_nature_travel_png_long1024.png,real,long_1024,resolution_control,nature_travel,long_1024,false,054_nature_travel,real_054_nature_travel_png_long1024.png,png,1142.08,768,1024,0.75,0.786432,RGB,false,hard,0.217817,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_055_nature_travel_jpg_q95_long1024.jpg,real,long_1024,resolution_control,nature_travel,long_1024,false,055_nature_travel,real_055_nature_travel_jpg_q95_long1024.jpg,jpg,266.04,1024,768,1.333333,0.786432,RGB,false,hard,0.229748,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_055_nature_travel_png_long1024.png,real,long_1024,resolution_control,nature_travel,long_1024,false,055_nature_travel,real_055_nature_travel_png_long1024.png,png,874.17,1024,768,1.333333,0.786432,RGB,false,hard,0.227294,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_056_nature_travel_jpg_q95_long1024.jpg,real,long_1024,resolution_control,nature_travel,long_1024,false,056_nature_travel,real_056_nature_travel_jpg_q95_long1024.jpg,jpg,434.93,1024,768,1.333333,0.786432,RGB,false,hard,0.238763,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_056_nature_travel_png_long1024.png,real,long_1024,resolution_control,nature_travel,long_1024,false,056_nature_travel,real_056_nature_travel_png_long1024.png,png,1533.64,1024,768,1.333333,0.786432,RGB,false,hard,0.236309,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_057_nature_travel_jpg_q95_long1024.jpg,real,long_1024,resolution_control,nature_travel,long_1024,false,057_nature_travel,real_057_nature_travel_jpg_q95_long1024.jpg,jpg,310.41,1024,768,1.333333,0.786432,RGB,false,hard,0.236531,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_057_nature_travel_png_long1024.png,real,long_1024,resolution_control,nature_travel,long_1024,false,057_nature_travel,real_057_nature_travel_png_long1024.png,png,1075.38,1024,768,1.333333,0.786432,RGB,false,hard,0.234713,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_058_nature_travel_jpg_q95_long1024.jpg,real,long_1024,resolution_control,nature_travel,long_1024,false,058_nature_travel,real_058_nature_travel_jpg_q95_long1024.jpg,jpg,287.81,1024,768,1.333333,0.786432,RGB,false,hard,0.237555,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_058_nature_travel_png_long1024.png,real,long_1024,resolution_control,nature_travel,long_1024,false,058_nature_travel,real_058_nature_travel_png_long1024.png,png,969.06,1024,768,1.333333,0.786432,RGB,false,hard,0.234958,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_059_nature_travel_jpg_q95_long1024.jpg,real,long_1024,resolution_control,nature_travel,long_1024,false,059_nature_travel,real_059_nature_travel_jpg_q95_long1024.jpg,jpg,188.38,1024,768,1.333333,0.786432,RGB,false,hard,0.219738,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_059_nature_travel_png_long1024.png,real,long_1024,resolution_control,nature_travel,long_1024,false,059_nature_travel,real_059_nature_travel_png_long1024.png,png,782.43,1024,768,1.333333,0.786432,RGB,false,hard,0.217746,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_060_nature_travel_jpg_q95_long1024.jpg,real,long_1024,resolution_control,nature_travel,long_1024,false,060_nature_travel,real_060_nature_travel_jpg_q95_long1024.jpg,jpg,182.9,768,1024,0.75,0.786432,RGB,false,hard,0.206319,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_060_nature_travel_png_long1024.png,real,long_1024,resolution_control,nature_travel,long_1024,false,060_nature_travel,real_060_nature_travel_png_long1024.png,png,779.7,768,1024,0.75,0.786432,RGB,false,hard,0.205939,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_061_object_closeup_jpg_q95_long1024.jpg,real,long_1024,resolution_control,object_closeup,long_1024,false,061_object_closeup,real_061_object_closeup_jpg_q95_long1024.jpg,jpg,242.74,768,1024,0.75,0.786432,RGB,false,hard,0.168149,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_061_object_closeup_png_long1024.png,real,long_1024,resolution_control,object_closeup,long_1024,false,061_object_closeup,real_061_object_closeup_png_long1024.png,png,945.94,768,1024,0.75,0.786432,RGB,false,hard,0.166671,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_062_object_closeup_jpg_q95_long1024.jpg,real,long_1024,resolution_control,object_closeup,long_1024,false,062_object_closeup,real_062_object_closeup_jpg_q95_long1024.jpg,jpg,167.89,768,1024,0.75,0.786432,RGB,false,hard,0.128119,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_062_object_closeup_png_long1024.png,real,long_1024,resolution_control,object_closeup,long_1024,false,062_object_closeup,real_062_object_closeup_png_long1024.png,png,770.48,768,1024,0.75,0.786432,RGB,false,hard,0.127738,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_063_object_closeup_jpg_q95_long1024.jpg,real,long_1024,resolution_control,object_closeup,long_1024,false,063_object_closeup,real_063_object_closeup_jpg_q95_long1024.jpg,jpg,238.41,768,1024,0.75,0.786432,RGB,false,hard,0.171523,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_063_object_closeup_png_long1024.png,real,long_1024,resolution_control,object_closeup,long_1024,false,063_object_closeup,real_063_object_closeup_png_long1024.png,png,1044.05,768,1024,0.75,0.786432,RGB,false,hard,0.171474,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_064_object_closeup_jpg_q95_long1024.jpg,real,long_1024,resolution_control,object_closeup,long_1024,false,064_object_closeup,real_064_object_closeup_jpg_q95_long1024.jpg,jpg,209.77,768,1024,0.75,0.786432,RGB,false,hard,0.143283,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_064_object_closeup_png_long1024.png,real,long_1024,resolution_control,object_closeup,long_1024,false,064_object_closeup,real_064_object_closeup_png_long1024.png,png,894.15,768,1024,0.75,0.786432,RGB,false,hard,0.141854,real,uncertain,true,0.150000,baseline,false,false,false,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_065_object_closeup_jpg_q95_long1024.jpg,real,long_1024,resolution_control,object_closeup,long_1024,false,065_object_closeup,real_065_object_closeup_jpg_q95_long1024.jpg,jpg,273.8,768,1024,0.75,0.786432,RGB,false,hard,0.165844,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_065_object_closeup_png_long1024.png,real,long_1024,resolution_control,object_closeup,long_1024,false,065_object_closeup,real_065_object_closeup_png_long1024.png,png,1119.02,768,1024,0.75,0.786432,RGB,false,hard,0.164403,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_066_object_closeup_jpg_q95_long1024.jpg,real,long_1024,resolution_control,object_closeup,long_1024,false,066_object_closeup,real_066_object_closeup_jpg_q95_long1024.jpg,jpg,320.0,768,1024,0.75,0.786432,RGB,false,hard,0.17545,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_066_object_closeup_png_long1024.png,real,long_1024,resolution_control,object_closeup,long_1024,false,066_object_closeup,real_066_object_closeup_png_long1024.png,png,1248.58,768,1024,0.75,0.786432,RGB,false,hard,0.172818,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_067_object_closeup_jpg_q95_long1024.jpg,real,long_1024,resolution_control,object_closeup,long_1024,false,067_object_closeup,real_067_object_closeup_jpg_q95_long1024.jpg,jpg,315.09,768,1024,0.75,0.786432,RGB,false,hard,0.194136,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_067_object_closeup_png_long1024.png,real,long_1024,resolution_control,object_closeup,long_1024,false,067_object_closeup,real_067_object_closeup_png_long1024.png,png,1174.18,768,1024,0.75,0.786432,RGB,false,hard,0.192603,ai,ai,false,0.150000,baseline,true,true,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_068_object_closeup_jpg_q95_long1024.jpg,real,long_1024,resolution_control,object_closeup,long_1024,false,068_object_closeup,real_068_object_closeup_jpg_q95_long1024.jpg,jpg,177.35,768,1024,0.75,0.786432,RGB,false,hard,0.157423,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_068_object_closeup_png_long1024.png,real,long_1024,resolution_control,object_closeup,long_1024,false,068_object_closeup,real_068_object_closeup_png_long1024.png,png,846.49,768,1024,0.75,0.786432,RGB,false,hard,0.157632,ai,uncertain,true,0.150000,baseline,true,false,true,success,
data\test_images\day14_expansion\resolution_control\long_1024\real_069_object_closeup_jpg_q95_long1024.jpg,real,long_1024,resolution_control,object_closeup,long_1024,false,069_object_closeup,real_069_object_closeup_jpg_q95_long1024.jpg,jpg,251.4,768,1024,0.75,0.786432,RGB,false,hard,0.173116,ai,uncertain,true,0.150000,baseline,true,false,true,success,
