image_path,true_label,category,format,has_exif,original_score,resize_mean_score,resize_delta,mean_score,median_score,min_score,max_score,score_std,score_range,ai_vote_count,real_vote_count,resolution_flip_count,final_label_v2,final_label_v21,decision_reason_v2,decision_reason_v21,is_correct_when_definite_v21,raw_label_at_0_15
data\test_images\day14_expansion\paired_format\ai_jpg\ai_092_people_partial_jpg_q95.jpg,ai,ai_jpg,jpg,false,0.198922,0.228493,0.029571,0.2211,0.225006,0.198922,0.235467,0.014021,0.036545,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_jpg\ai_093_people_partial_jpg_q95.jpg,ai,ai_jpg,jpg,false,0.181552,0.215816,0.034264,0.20725,0.21382,0.181552,0.219808,0.015195,0.038256,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_jpg\ai_094_people_partial_jpg_q95.jpg,ai,ai_jpg,jpg,false,0.140832,0.159346,0.018514,0.154718,0.157367,0.140832,0.163305,0.008533,0.022473,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_jpg\ai_095_people_partial_jpg_q95.jpg,ai,ai_jpg,jpg,false,0.193495,0.185115,-0.00838,0.18721,0.19037,0.169401,0.198697,0.011052,0.029296,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_jpg\ai_096_people_partial_jpg_q95.jpg,ai,ai_jpg,jpg,false,0.127497,0.136272,0.008775,0.134078,0.134454,0.127497,0.139908,0.004422,0.012411,0,4,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_jpg\ai_097_people_partial_jpg_q95.jpg,ai,ai_jpg,jpg,false,0.164756,0.212399,0.047643,0.200488,0.206919,0.164756,0.223358,0.022493,0.058602,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_jpg\ai_098_people_partial_jpg_q95.jpg,ai,ai_jpg,jpg,false,0.171207,0.156119,-0.015088,0.159891,0.161614,0.145131,0.171207,0.010315,0.026076,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_jpg\ai_099_people_partial_jpg_q95.jpg,ai,ai_jpg,jpg,false,0.168108,0.223339,0.055231,0.209531,0.218513,0.168108,0.232991,0.025441,0.064883,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\ai_jpg\ai_100_people_partial_jpg_q95.jpg,ai,ai_jpg,jpg,false,0.164439,0.140654,-0.023785,0.1466,0.141509,0.138945,0.164439,0.010398,0.025494,1,3,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_001_food_retail_png.png,ai,ai_png,png,false,0.173999,0.187736,0.013737,0.184301,0.18613,0.173999,0.190948,0.006912,0.016949,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_002_food_retail_png.png,ai,ai_png,png,false,0.154717,0.161526,0.006809,0.159824,0.159179,0.154717,0.166221,0.004944,0.011504,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_003_food_retail_png.png,ai,ai_png,png,false,0.120662,0.16976,0.049098,0.157486,0.163994,0.120662,0.181294,0.02334,0.060632,3,1,1,uncertain,uncertain,resolution_flip,resolution_flip_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_004_food_retail_png.png,ai,ai_png,png,false,0.151531,0.172695,0.021164,0.167404,0.171401,0.151531,0.175285,0.009431,0.023754,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_005_food_retail_png.png,ai,ai_png,png,false,0.125919,0.14247,0.016551,0.138332,0.141153,0.125919,0.145105,0.007601,0.019186,0,4,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_006_food_retail_png.png,ai,ai_png,png,false,0.148031,0.153837,0.005806,0.152385,0.15279,0.148031,0.155929,0.003191,0.007898,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_007_food_retail_png.png,ai,ai_png,png,false,0.166198,0.195089,0.028891,0.187866,0.193161,0.166198,0.198945,0.01279,0.032747,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_008_food_retail_png.png,ai,ai_png,png,false,0.155961,0.180085,0.024124,0.174054,0.17899,0.155961,0.182273,0.01071,0.026312,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_009_food_retail_png.png,ai,ai_png,png,false,0.157663,0.181972,0.024309,0.175895,0.181007,0.157663,0.1839,0.010762,0.026237,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_010_food_retail_png.png,ai,ai_png,png,false,0.130857,0.151741,0.020884,0.14652,0.148475,0.130857,0.158273,0.01019,0.027416,2,2,1,uncertain,uncertain,weak_vote_majority,weak_vote_majority_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_011_food_retail_png.png,ai,ai_png,png,false,0.135379,0.142624,0.007245,0.140813,0.142188,0.135379,0.143497,0.00322,0.008118,0,4,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_012_food_retail_png.png,ai,ai_png,png,false,0.187956,0.208504,0.020548,0.203367,0.207244,0.187956,0.211024,0.009066,0.023068,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_013_food_retail_png.png,ai,ai_png,png,false,0.149349,0.165463,0.016114,0.161435,0.16366,0.149349,0.169069,0.007357,0.01972,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_014_food_retail_png.png,ai,ai_png,png,false,0.144058,0.171926,0.027868,0.164959,0.169057,0.144058,0.177663,0.012847,0.033605,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_015_food_retail_png.png,ai,ai_png,png,false,0.156034,0.160643,0.004609,0.159491,0.158879,0.156034,0.164172,0.003294,0.008138,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_016_indoor_home_png.png,ai,ai_png,png,false,0.170478,0.180111,0.009633,0.177703,0.179339,0.170478,0.181655,0.004287,0.011177,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_017_indoor_home_png.png,ai,ai_png,png,false,0.1389,0.165625,0.026725,0.158944,0.162697,0.1389,0.171483,0.012541,0.032583,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_018_indoor_home_png.png,ai,ai_png,png,false,0.154507,0.165484,0.010977,0.162739,0.164662,0.154507,0.167128,0.004913,0.012621,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_019_indoor_home_png.png,ai,ai_png,png,false,0.179842,0.175227,-0.004615,0.176381,0.178663,0.162825,0.185373,0.008334,0.022548,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_020_indoor_home_png.png,ai,ai_png,png,false,0.162374,0.170988,0.008614,0.168835,0.168506,0.162374,0.175953,0.00624,0.013579,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_021_indoor_home_png.png,ai,ai_png,png,false,0.167078,0.178296,0.011218,0.175492,0.176986,0.167078,0.180915,0.005816,0.013837,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_022_indoor_home_png.png,ai,ai_png,png,false,0.132865,0.160261,0.027396,0.153412,0.158259,0.132865,0.164266,0.012456,0.031401,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_023_indoor_home_png.png,ai,ai_png,png,false,0.157968,0.167908,0.00994,0.165423,0.166956,0.157968,0.169811,0.004765,0.011843,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_024_indoor_home_png.png,ai,ai_png,png,false,0.121859,0.163702,0.041843,0.153241,0.156952,0.121859,0.177201,0.020717,0.055342,2,2,1,uncertain,uncertain,weak_vote_majority,weak_vote_majority_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_025_indoor_home_png.png,ai,ai_png,png,false,0.167106,0.177058,0.009952,0.17457,0.174964,0.167106,0.181246,0.006103,0.01414,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_026_indoor_home_png.png,ai,ai_png,png,false,0.147618,0.188958,0.04134,0.178623,0.184488,0.147618,0.197898,0.019339,0.05028,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_027_indoor_home_png.png,ai,ai_png,png,false,0.142878,0.162202,0.019324,0.157371,0.159357,0.142878,0.167892,0.009335,0.025014,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_028_indoor_home_png.png,ai,ai_png,png,false,0.116275,0.147156,0.030881,0.139436,0.138643,0.116275,0.164184,0.017568,0.047909,1,3,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_029_indoor_home_png.png,ai,ai_png,png,false,0.150586,0.150663,7.7e-05,0.150644,0.151392,0.145544,0.154246,0.003217,0.008702,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_030_indoor_home_png.png,ai,ai_png,png,false,0.150396,0.16987,0.019474,0.165002,0.168656,0.150396,0.172298,0.008694,0.021902,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_031_lowlight_weather_png.png,ai,ai_png,png,false,0.197099,0.200642,0.003543,0.199756,0.199939,0.192123,0.207022,0.005641,0.014899,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_032_lowlight_weather_png.png,ai,ai_png,png,false,0.169755,0.194002,0.024247,0.18794,0.192595,0.169755,0.196816,0.010805,0.027061,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_033_lowlight_weather_png.png,ai,ai_png,png,false,0.135753,0.155391,0.019638,0.150481,0.153778,0.135753,0.158615,0.008876,0.022862,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_034_lowlight_weather_png.png,ai,ai_png,png,false,0.189248,0.218242,0.028994,0.210993,0.215774,0.189248,0.223178,0.012942,0.03393,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_035_lowlight_weather_png.png,ai,ai_png,png,false,0.194663,0.220775,0.026112,0.214247,0.218408,0.194663,0.22551,0.011744,0.030847,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_036_lowlight_weather_png.png,ai,ai_png,png,false,0.176653,0.199983,0.02333,0.19415,0.198426,0.176653,0.203097,0.010435,0.026444,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_037_lowlight_weather_png.png,ai,ai_png,png,false,0.15309,0.143,-0.01009,0.145522,0.146319,0.136361,0.15309,0.006365,0.016729,1,3,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_038_lowlight_weather_png.png,ai,ai_png,png,false,0.149874,0.190246,0.040372,0.180153,0.184754,0.149874,0.201229,0.019472,0.051355,3,1,1,ai,uncertain,stable_ai_high_confidence,stable_ai_but_resize_biased,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_039_lowlight_weather_png.png,ai,ai_png,png,false,0.170805,0.185185,0.01438,0.18159,0.183698,0.170805,0.188158,0.006884,0.017353,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_040_lowlight_weather_png.png,ai,ai_png,png,false,0.191503,0.214448,0.022945,0.208711,0.212353,0.191503,0.218637,0.010422,0.027134,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_041_lowlight_weather_png.png,ai,ai_png,png,false,0.215443,0.158301,-0.057142,0.172587,0.162421,0.150061,0.215443,0.025315,0.065382,4,0,0,uncertain,uncertain,unstable_score_range,unstable_score_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_042_lowlight_weather_png.png,ai,ai_png,png,false,0.184919,0.213478,0.028559,0.206338,0.210757,0.184919,0.218919,0.012934,0.034,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_043_lowlight_weather_png.png,ai,ai_png,png,false,0.136805,0.17398,0.037175,0.164687,0.167757,0.136805,0.186427,0.018443,0.049622,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_044_lowlight_weather_png.png,ai,ai_png,png,false,0.185578,0.199152,0.013574,0.195759,0.197863,0.185578,0.201731,0.006521,0.016153,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_045_lowlight_weather_png.png,ai,ai_png,png,false,0.170793,0.222898,0.052105,0.209872,0.216792,0.170793,0.235109,0.024533,0.064316,4,0,0,uncertain,uncertain,unstable_score_range,unstable_score_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_046_nature_travel_png.png,ai,ai_png,png,false,0.180959,0.192856,0.011897,0.189881,0.189991,0.180959,0.198584,0.007892,0.017625,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_047_nature_travel_png.png,ai,ai_png,png,false,0.187854,0.202292,0.014438,0.198682,0.201081,0.187854,0.204713,0.006895,0.016859,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_048_nature_travel_png.png,ai,ai_png,png,false,0.21064,0.254096,0.043456,0.243232,0.251889,0.21064,0.258511,0.01925,0.047871,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_049_nature_travel_png.png,ai,ai_png,png,false,0.173427,0.208615,0.035188,0.199818,0.206028,0.173427,0.213789,0.015584,0.040362,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_050_nature_travel_png.png,ai,ai_png,png,false,0.190925,0.25001,0.059085,0.235239,0.228697,0.190925,0.292634,0.036754,0.101709,4,0,0,uncertain,uncertain,unstable_score_std,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_051_nature_travel_png.png,ai,ai_png,png,false,0.155712,0.175319,0.019607,0.170417,0.174526,0.155712,0.176905,0.008601,0.021193,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_052_nature_travel_png.png,ai,ai_png,png,false,0.178931,0.2168,0.037869,0.207333,0.213236,0.178931,0.223926,0.017394,0.044995,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_053_nature_travel_png.png,ai,ai_png,png,false,0.184194,0.212732,0.028538,0.205597,0.210852,0.184194,0.216491,0.01257,0.032297,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_054_nature_travel_png.png,ai,ai_png,png,false,0.206578,0.245428,0.03885,0.235715,0.24387,0.206578,0.248544,0.017137,0.041966,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_055_nature_travel_png.png,ai,ai_png,png,false,0.191976,0.219258,0.027282,0.212437,0.216785,0.191976,0.224203,0.012349,0.032227,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_056_nature_travel_png.png,ai,ai_png,png,false,0.210749,0.21275,0.002001,0.21225,0.213419,0.199274,0.222887,0.008639,0.023613,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_057_nature_travel_png.png,ai,ai_png,png,false,0.189626,0.202923,0.013297,0.199599,0.200267,0.189626,0.208235,0.008287,0.018609,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_058_nature_travel_png.png,ai,ai_png,png,false,0.202539,0.250473,0.047934,0.23849,0.247571,0.202539,0.256277,0.021558,0.053738,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_059_nature_travel_png.png,ai,ai_png,png,false,0.210903,0.237633,0.02673,0.23095,0.235789,0.210903,0.24132,0.011882,0.030417,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_060_nature_travel_png.png,ai,ai_png,png,false,0.210098,0.213808,0.00371,0.212881,0.214521,0.197952,0.224529,0.010038,0.026577,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_061_object_closeup_png.png,ai,ai_png,png,false,0.192626,0.217788,0.025162,0.211497,0.215776,0.192626,0.22181,0.011309,0.029184,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_062_object_closeup_png.png,ai,ai_png,png,false,0.196424,0.215329,0.018905,0.210603,0.213639,0.196424,0.218708,0.008535,0.022284,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_063_object_closeup_png.png,ai,ai_png,png,false,0.199658,0.218419,0.018761,0.213729,0.215464,0.199658,0.22433,0.01066,0.024672,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_064_object_closeup_png.png,ai,ai_png,png,false,0.139003,0.168303,0.0293,0.160978,0.165159,0.139003,0.174592,0.013616,0.035589,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_065_object_closeup_png.png,ai,ai_png,png,false,0.143727,0.176095,0.032368,0.168003,0.173131,0.143727,0.182022,0.014561,0.038295,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_066_object_closeup_png.png,ai,ai_png,png,false,0.16494,0.186803,0.021863,0.181337,0.185565,0.16494,0.189278,0.009746,0.024338,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_067_object_closeup_png.png,ai,ai_png,png,false,0.141213,0.159572,0.018359,0.154982,0.157371,0.141213,0.163973,0.008396,0.02276,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,real
data\test_images\day14_expansion\paired_format\ai_png\ai_068_object_closeup_png.png,ai,ai_png,png,false,0.197284,0.226541,0.029257,0.219226,0.22408,0.197284,0.231462,0.013089,0.034178,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_069_object_closeup_png.png,ai,ai_png,png,false,0.225243,0.148696,-0.076547,0.167833,0.15577,0.134548,0.225243,0.03652,0.090695,2,2,1,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_070_object_closeup_png.png,ai,ai_png,png,false,0.193343,0.173203,-0.02014,0.178238,0.184405,0.14925,0.194891,0.018395,0.045641,3,1,1,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_071_object_closeup_png.png,ai,ai_png,png,false,0.154528,0.200759,0.046231,0.189201,0.197642,0.154528,0.206992,0.021023,0.052464,4,0,0,ai,uncertain,stable_ai_high_confidence,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_072_object_closeup_png.png,ai,ai_png,png,false,0.160281,0.17852,0.018239,0.17396,0.176893,0.160281,0.181773,0.008158,0.021492,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_073_object_closeup_png.png,ai,ai_png,png,false,0.176354,0.23518,0.058826,0.220474,0.226448,0.176354,0.252644,0.028481,0.07629,4,0,0,uncertain,uncertain,unstable_score_range,stable_ai_but_resize_biased,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_074_object_closeup_png.png,ai,ai_png,png,false,0.155239,0.186125,0.030886,0.178403,0.183219,0.155239,0.191937,0.01427,0.036698,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_075_object_closeup_png.png,ai,ai_png,png,false,0.208626,0.215578,0.006952,0.21384,0.214336,0.204078,0.22261,0.007712,0.018532,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_076_outdoor_street_png.png,ai,ai_png,png,false,0.191314,0.225469,0.034155,0.21693,0.22363,0.191314,0.229148,0.015009,0.037834,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_077_outdoor_street_png.png,ai,ai_png,png,false,0.174488,0.212197,0.037709,0.20277,0.209205,0.174488,0.218181,0.017152,0.043693,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_078_outdoor_street_png.png,ai,ai_png,png,false,0.195955,0.218628,0.022673,0.21296,0.216848,0.195955,0.222187,0.010225,0.026232,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_079_outdoor_street_png.png,ai,ai_png,png,false,0.1716,0.195356,0.023756,0.189417,0.193841,0.1716,0.198386,0.01046,0.026786,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_080_outdoor_street_png.png,ai,ai_png,png,false,0.188574,0.20417,0.015596,0.200271,0.202945,0.188574,0.206621,0.007104,0.018047,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_081_outdoor_street_png.png,ai,ai_png,png,false,0.203992,0.214868,0.010876,0.212149,0.211357,0.203992,0.22189,0.008096,0.017898,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_082_outdoor_street_png.png,ai,ai_png,png,false,0.198186,0.217927,0.019741,0.212992,0.216421,0.198186,0.22094,0.008871,0.022754,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_083_outdoor_street_png.png,ai,ai_png,png,false,0.182983,0.208745,0.025762,0.202304,0.207066,0.182983,0.212102,0.011344,0.029119,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_084_outdoor_street_png.png,ai,ai_png,png,false,0.186084,0.216748,0.030664,0.209082,0.215022,0.186084,0.2202,0.013485,0.034116,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_085_outdoor_street_png.png,ai,ai_png,png,false,0.164386,0.183551,0.019165,0.17876,0.182956,0.164386,0.18474,0.008368,0.020354,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_086_outdoor_street_png.png,ai,ai_png,png,false,0.169829,0.208595,0.038766,0.198904,0.204057,0.169829,0.217671,0.018188,0.047842,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_087_outdoor_street_png.png,ai,ai_png,png,false,0.173775,0.216001,0.042226,0.205445,0.212228,0.173775,0.223547,0.019471,0.049772,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_088_outdoor_street_png.png,ai,ai_png,png,false,0.166466,0.179018,0.012552,0.17588,0.177422,0.166466,0.182209,0.006618,0.015743,4,0,0,uncertain,uncertain,near_threshold_band,near_threshold_band_v21,,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_089_outdoor_street_png.png,ai,ai_png,png,false,0.192866,0.20982,0.016954,0.205582,0.208624,0.192866,0.212213,0.007739,0.019347,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_090_outdoor_street_png.png,ai,ai_png,png,false,0.188091,0.21662,0.028529,0.209488,0.214915,0.188091,0.220031,0.01253,0.03194,4,0,0,ai,ai,stable_ai_high_confidence,stable_ai_high_confidence_v21,true,ai
data\test_images\day14_expansion\paired_format\ai_png\ai_091_people_partial_png.png,ai,ai_png,png,false,0.206782,0.136023,-0.070759,0.153713,0.142974,0.122121,0.206782,0.034042,0.084661,2,2,1,uncertain,uncertain,resolution_flip,resolution_flip_v21,,ai
